AREA NAME,AREA CODE,District Name,District,LEAD FINANCE NBR,ZIP CODE,ZIP CLASS CODE,LOCALE NAME,LOCALE KEY,LOCALE TYPE,PHYSICAL DELV ADDR,PHYSICAL CITY,PHYSICAL STATE,PHYSICAL ZIP,PHYSICAL ZIP 4
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09310,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09311,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09312,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09315,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09316,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09321,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09330,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09333,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09343,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09348,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09357,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09365,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09366,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09401,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09403,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09410,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09421,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09424,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09447,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09454,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09456,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09459,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09461,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09463,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09464,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09467,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09468,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09469,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09470,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09487,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09488,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09489,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09490,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09491,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09494,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09498,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09501,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09502,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09503,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09504,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09505,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09506,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09507,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09508,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09509,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09510,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09511,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09512,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09513,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09514,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09516,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09517,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09518,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09522,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09523,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09524,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09532,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09533,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09534,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09541,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09542,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09543,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09544,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09545,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09550,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09554,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09556,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09564,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09565,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09566,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09567,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09568,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09569,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09570,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09573,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09575,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09576,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09577,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09578,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09579,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09581,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09582,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09583,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09586,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09587,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09588,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09590,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09591,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09592,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09593,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09594,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09595,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09596,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09599,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09600,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09602,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09603,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09604,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09605,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09606,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09608,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09609,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09610,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09613,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09614,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09618,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09620,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09621,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09622,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09623,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09624,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09625,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09627,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09630,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09633,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09634,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09636,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09642,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09643,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09645,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09647,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09648,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09649,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09701,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09702,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09703,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09704,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09705,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09706,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09707,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09708,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09709,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09710,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09711,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09712,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09714,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09715,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09716,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09717,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09718,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09719,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09720,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09722,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09723,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09724,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09725,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09726,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09727,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09728,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09729,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09730,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09731,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09732,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09733,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09734,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09735,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09736,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09737,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09738,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09739,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09741,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09742,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09743,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09744,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600001,09745,M,APO,PV10001,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
OVERSEAS,4M,MILITARY POSTAL SERVSHANNON KELLY,090,600002,09748,M,DPO,P017332,P,80 COUNTY RD,JERSEY CITY,NJ,07097,9997
